Date,PriceOfLastTransaction,Max,Min,AveragePrice,PercentAvg,Quantity,TurnoverBEST,TotalTurnover
30.12.2014,"5.000,00",,,"5.000,00","0,00",0,0,0
29.12.2014,"5.000,00",,,"5.000,00","0,00",0,0,0
26.12.2014,"5.000,00",,,"5.000,00","0,00",0,0,0
25.12.2014,"5.000,00",,,"5.000,00","0,00",0,0,0
24.12.2014,"5.000,00",,,"5.000,00","0,00",0,0,0
23.12.2014,"5.000,00",,,"5.000,00","0,00",0,0,0
22.12.2014,"5.000,00",,,"5.000,00","0,00",0,0,0
19.12.2014,"5.000,00",,,"5.000,00","0,00",0,0,0
18.12.2014,"5.000,00",,,"5.000,00","0,00",0,0,0
17.12.2014,"5.000,00",,,"5.000,00","0,00",0,0,0
16.12.2014,"5.000,00",,,"5.000,00","0,00",0,0,0
15.12.2014,"5.000,00",,,"5.000,00","0,00",0,0,0
12.12.2014,"5.000,00",,,"5.000,00","0,00",0,0,0
11.12.2014,"5.000,00",,,"5.000,00","0,00",0,0,0
10.12.2014,"5.000,00",,,"5.000,00","0,00",0,0,0
09.12.2014,"5.000,00",,,"5.000,00","0,00",0,0,0
05.12.2014,"5.000,00",,,"5.000,00","0,00",0,0,0
04.12.2014,"5.000,00",,,"5.000,00","0,00",0,0,0
02.12.2014,"5.000,00",,,"5.000,00","0,00",0,0,0
01.12.2014,"5.000,00",,,"5.000,00","0,00",0,0,0
28.11.2014,"5.000,00",,,"5.000,00","0,00",0,0,0
27.11.2014,"5.000,00",,,"5.000,00","0,00",0,0,0
26.11.2014,"5.000,00",,,"5.000,00","0,00",0,0,0
25.11.2014,"5.000,00",,,"5.000,00","0,00",0,0,0
24.11.2014,"5.000,00",,,"5.000,00","0,00",0,0,0
21.11.2014,"5.000,00",,,"5.000,00","0,00",0,0,0
20.11.2014,"5.000,00",,,"5.000,00","0,00",0,0,0
19.11.2014,"5.000,00",,,"5.000,00","0,00",0,0,0
18.11.2014,"5.000,00",,,"5.000,00","0,00",0,0,0
17.11.2014,"5.000,00",,,"5.000,00","0,00",0,0,0
